Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
1,0.3809523809523808,0.37735849056603765,0.3059701492537313,1,0,0.5,0.6180678117677545,2,0,0.5,0,1.0,1.0,2,4,6
0,0.3809523809523808,0.37735849056603765,0.15671641791044777,1,1,1.0,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,1,0,1
1,0.33333333333333337,0.7547169811320757,0.2164179104477612,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.0,0.5,1,3,1
1,0.23809523809523803,0.5660377358490565,0.2761194029850746,1,1,1.0,0.6180678117677545,2,0,0.5,1,1.0,0.5,1,3,1
1,0.4285714285714285,0.4339622641509435,0.2313432835820895,0,1,0.5,0.6180678117677545,2,0,0.5,0,0.6666666666666666,1.0,0,4,1
0,0.47619047619047616,0.6037735849056602,0.2761194029850746,0,0,0.5,0.6180678117677545,2,0,1.0,0,0.3333333333333333,0.5,1,4,1
0,0.33333333333333337,0.09433962264150964,0.19402985074626866,1,0,0.5,0.6180678117677545,2,0,0.5,0,0.6666666666666666,1.0,1,3,6
0,0.3809523809523808,0.20754716981132093,0.07462686567164178,0,1,0.5,0.6180678117677545,2,0,0.0,1,0.6666666666666666,0.0,2,4,1
0,0.33333333333333337,0.28301886792452846,0.06716417910447758,0,1,0.5,0.6180678117677545,2,0,0.0,0,0.3333333333333333,0.0,1,3,1
1,0.4285714285714285,0.37735849056603765,0.208955223880597,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,1,3,1
0,0.33333333333333337,0.5660377358490565,0.3656716417910448,1,1,0.5,0.6180678117677545,2,0,1.0,0,1.0,0.0,1,3,6
0,0.33333333333333337,0.4150943396226414,0.2686567164179104,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,1,3,5
0,0.33333333333333337,0.3962264150943393,0.18656716417910446,1,1,0.0,0.6180678117677545,2,0,0.0,0,0.0,0.0,2,3,1
1,0.33333333333333337,0.3962264150943393,0.17164179104477612,1,1,0.5,0.6180678117677545,2,1,0.5,0,0.3333333333333333,0.5,0,3,1
1,0.33333333333333337,0.6792452830188682,0.3059701492537313,0,0,0.0,0.6180678117677545,3,0,0.5,0,0.6666666666666666,0.0,2,3,1
0,0.33333333333333337,0.15094339622641506,0.19402985074626866,1,0,0.5,0.6180678117677545,2,0,0.0,0,0.0,0.5,2,3,6
1,0.33333333333333337,0.6981132075471699,0.2462686567164179,1,1,0.0,0.6180678117677545,1,0,1.0,0,0.6666666666666666,0.0,1,3,1
1,0.33333333333333337,0.5660377358490565,0.2462686567164179,1,1,0.0,0.6180678117677545,1,0,1.0,0,0.6666666666666666,0.0,1,3,1
0,0.2857142857142857,0.3962264150943393,0.15671641791044777,1,0,1.0,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,1,4,1
0,0.33333333333333337,0.18867924528301883,0.08208955223880593,0,1,0.5,0.6180678117677545,2,0,0.5,0,0.0,0.0,1,3,1
0,0.33333333333333337,0.30188679245283057,0.11567164179104478,1,1,1.0,0.6180678117677545,2,0,1.0,0,0.0,0.5,1,4,1
0,0.2857142857142857,0.09433962264150964,0.03731343283582089,0,1,0.5,0.6180678117677545,2,0,0.0,0,0.0,0.0,1,0,1
0,0.4285714285714285,0.3396226415094339,0.11940298507462688,1,0,1.0,0.6180678117677545,3,0,0.5,1,0.6666666666666666,0.5,2,3,1
1,0.3809523809523808,0.4716981132075473,0.2313432835820895,1,1,0.5,0.6180678117677545,2,0,0.0,0,0.0,0.5,1,0,1
1,0.33333333333333337,0.35849056603773555,0.19402985074626866,1,0,0.5,0.6180678117677545,2,0,0.0,0,0.0,0.5,2,3,1
0,0.33333333333333337,0.18867924528301883,0.07462686567164178,1,1,0.5,0.6180678117677545,2,0,1.0,0,1.0,0.5,1,3,1
1,0.2857142857142857,0.37735849056603765,0.14179104477611937,0,1,0.5,0.6180678117677545,2,0,0.5,0,1.0,0.5,1,3,1
1,0.3809523809523808,0.4339622641509435,0.11940298507462688,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.0,1.0,1,0,1
0,0.33333333333333337,0.3962264150943393,0.13432835820895522,1,1,0.5,0.6180678117677545,1,0,0.0,0,0.3333333333333333,0.5,2,3,1
0,0.33333333333333337,0.3207547169811322,0.2238805970149254,1,1,0.0,0.6180678117677545,1,0,0.5,0,0.0,0.5,2,3,5
1,0.4285714285714285,0.6603773584905661,0.38059701492537307,1,1,0.0,0.6180678117677545,0,0,0.5,0,0.0,1.0,0,3,6
1,0.4285714285714285,0.37735849056603765,0.41791044776119396,1,1,0.5,0.6180678117677545,0,0,0.5,0,0.0,0.5,0,0,2
1,0.7619047619047618,0.5849056603773586,0.544776119402985,1,1,0.0,0.6180678117677545,3,1,0.5,1,0.0,0.0,0,0,3
1,0.4285714285714285,0.6603773584905661,0.15671641791044777,1,0,0.5,0.6180678117677545,3,0,1.0,0,0.0,0.5,1,3,1
0,0.4285714285714285,0.37735849056603765,0.3059701492537313,1,1,0.5,0.6180678117677545,0,0,0.5,0,0.0,1.0,2,3,6
0,0.3809523809523808,0.4150943396226414,0.08208955223880593,1,0,1.0,0.6180678117677545,3,0,1.0,1,0.6666666666666666,0.5,1,3,0
0,0.47619047619047616,0.37735849056603765,0.15671641791044777,1,0,0.5,0.6180678117677545,2,0,1.0,1,0.3333333333333333,0.0,2,3,1
1,0.23809523809523803,0.7547169811320757,0.19402985074626866,1,0,0.5,0.6180678117677545,2,0,1.0,0,0.6666666666666666,0.5,1,1,1
1,0.47619047619047616,0.4716981132075473,0.3432835820895522,1,1,0.5,0.6180678117677545,1,0,1.0,0,0.0,0.5,0,3,6
0,0.4285714285714285,0.3396226415094339,0.04477611940298504,1,0,1.0,0.6180678117677545,2,0,1.0,1,0.6666666666666666,0.0,2,3,0
0,0.47619047619047616,0.28301886792452846,0.04477611940298504,1,0,0.5,0.6180678117677545,3,0,0.5,0,0.3333333333333333,0.0,2,3,0
0,0.47619047619047616,0.4716981132075473,0.3059701492537313,1,1,0.5,0.6180678117677545,2,0,1.0,0,0.0,0.0,2,3,6
0,0.4285714285714285,0.37735849056603765,0.38059701492537307,1,1,0.5,0.6180678117677545,2,0,1.0,0,0.0,0.5,2,3,2
1,0.4285714285714285,0.37735849056603765,0.15671641791044777,1,0,0.5,0.6180678117677545,2,0,0.5,0,0.0,0.0,1,3,1
0,0.23809523809523803,0.3396226415094339,0.14179104477611937,0,0,1.0,0.6180678117677545,2,0,0.5,1,0.0,0.0,2,3,1
1,0.7619047619047618,0.6603773584905661,0.38805970149253727,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.0,0.0,1,3,6
1,0.4285714285714285,0.4150943396226414,0.34701492537313433,1,1,0.5,0.6180678117677545,0,0,0.5,0,0.0,0.5,2,3,2
0,0.23809523809523803,0.28301886792452846,0.04477611940298504,0,0,1.0,0.6180678117677545,3,0,1.0,1,0.6666666666666666,0.0,2,4,0
1,0.5238095238095238,0.4716981132075473,0.3283582089552239,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.0,0.5,1,3,6
1,0.4285714285714285,0.37735849056603765,0.14552238805970147,1,0,0.5,0.6180678117677545,2,0,0.5,0,0.0,0.0,2,3,1
1,0.23809523809523803,0.6981132075471699,0.3582089552238806,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.0,0.0,2,3,5
0,0.3809523809523808,0.37735849056603765,0.19402985074626866,1,1,0.5,0.6180678117677545,1,0,0.5,1,0.3333333333333333,0.0,2,0,1
0,0.7142857142857143,0.4716981132075473,0.291044776119403,1,1,1.0,0.6180678117677545,2,0,0.0,0,0.6666666666666666,0.5,0,0,6
0,0.2857142857142857,0.30188679245283057,0.18656716417910446,1,0,1.0,0.6180678117677545,0,0,0.5,1,0.0,0.5,0,3,1
0,0.2857142857142857,0.28301886792452846,0.13432835820895522,0,0,1.0,0.6180678117677545,0,0,0.5,0,0.3333333333333333,0.0,2,4,1
0,0.47619047619047616,0.28301886792452846,0.06716417910447758,0,1,1.0,0.6180678117677545,2,0,0.5,0,0.6666666666666666,0.0,2,3,1
0,0.4285714285714285,0.3962264150943393,0.15671641791044777,1,0,0.5,0.6180678117677545,2,0,0.5,0,1.0,0.0,1,3,1
1,0.4285714285714285,0.509433962264151,0.2313432835820895,0,0,0.5,0.6180678117677545,2,0,0.5,0,1.0,0.5,0,3,1
1,0.3809523809523808,0.4716981132075473,0.2044776119402985,1,0,0.5,0.6180678117677545,1,0,0.5,0,0.0,0.0,2,3,1
1,0.3809523809523808,0.8113207547169807,0.38059701492537307,1,1,0.5,0.6180678117677545,0,0,0.0,0,0.0,0.5,1,0,5
1,0.3809523809523808,0.5660377358490565,0.41791044776119396,1,0,0.5,0.6180678117677545,2,0,1.0,0,1.0,1.0,2,4,2
1,0.33333333333333337,0.5660377358490565,0.2686567164179104,1,1,1.0,0.6180678117677545,2,0,0.5,0,0.0,0.5,1,3,1
0,0.1428571428571429,0.5660377358490565,0.13432835820895522,1,1,1.0,0.6180678117677545,1,0,0.5,0,0.0,0.5,2,3,1
0,0.04761904761904756,0.37735849056603765,0.3507462686567164,1,1,1.0,0.6180678117677545,2,0,0.0,0,1.0,1.0,2,4,2
0,0.1428571428571429,0.4716981132075473,0.3432835820895522,1,0,0.5,0.6180678117677545,1,0,0.5,0,0.3333333333333333,0.5,2,3,6
1,0.4285714285714285,0.3207547169811322,0.10447761194029848,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,1,3,1
0,0.23809523809523803,0.3396226415094339,0.2761194029850746,1,0,1.0,0.6180678117677545,1,1,1.0,0,0.6666666666666666,0.5,1,0,6
0,0.4285714285714285,0.4150943396226414,0.2686567164179104,1,1,0.5,0.6180678117677545,1,1,0.5,0,0.0,1.0,2,4,5
1,0.4285714285714285,0.7924528301886795,0.41791044776119396,1,1,0.0,0.6180678117677545,1,0,0.5,0,0.0,1.0,0,3,6
1,0.4285714285714285,0.5849056603773586,0.38059701492537307,0,1,1.0,0.6180678117677545,2,0,0.0,0,0.0,0.0,2,3,6
1,0.19047619047619047,0.5660377358490565,0.3059701492537313,1,1,0.5,0.6180678117677545,0,0,0.5,0,0.0,0.0,0,3,5
1,0.23809523809523803,0.4150943396226414,0.2164179104477612,0,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,1,3,1
1,0.2857142857142857,0.509433962264151,0.2313432835820895,1,1,1.0,0.6180678117677545,1,0,0.0,0,0.0,0.0,1,3,1
1,0.619047619047619,0.4716981132075473,0.291044776119403,0,1,1.0,0.6180678117677545,2,0,1.0,0,0.3333333333333333,0.5,0,3,6
1,0.4285714285714285,0.3207547169811322,0.14179104477611937,0,0,0.5,0.6180678117677545,2,0,0.0,0,0.3333333333333333,0.0,2,3,1
0,0.23809523809523803,0.37735849056603765,0.12686567164179102,1,1,1.0,0.6180678117677545,1,1,1.0,1,0.3333333333333333,1.0,0,3,1
1,0.7619047619047618,0.6037735849056602,0.5223880597014925,1,1,1.0,0.6180678117677545,2,0,0.0,0,0.6666666666666666,0.0,1,0,2
1,0.47619047619047616,0.4716981132075473,0.2686567164179104,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,1,0,5
1,0.5238095238095238,0.6415094339622645,0.2462686567164179,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,1,3,1
1,0.8095238095238094,0.5849056603773586,0.2686567164179104,1,0,1.0,0.6180678117677545,0,0,1.0,1,1.0,0.0,2,1,1
1,0.5238095238095238,0.4716981132075473,0.2164179104477612,0,1,0.5,0.6180678117677545,1,0,0.5,0,0.0,0.5,2,3,1
1,0.4285714285714285,0.8301886792452828,0.19402985074626866,1,1,1.0,0.6180678117677545,1,0,1.0,0,0.3333333333333333,0.5,1,3,0
1,0.5238095238095238,0.7924528301886795,0.2014925373134328,0,1,1.0,0.6180678117677545,0,0,0.5,0,0.6666666666666666,0.0,0,3,1
1,0.4285714285714285,0.5471698113207548,0.4067164179104477,0,1,0.5,0.6180678117677545,1,1,0.0,0,0.3333333333333333,0.5,0,0,2
0,0.47619047619047616,0.20754716981132093,0.08955223880597013,0,0,1.0,0.6180678117677545,1,0,0.5,0,0.6666666666666666,1.0,0,3,1
0,0.619047619047619,0.28301886792452846,0.16417910447761191,0,1,1.0,0.6180678117677545,0,0,0.5,0,0.0,0.0,1,0,1
0,0.7619047619047618,0.3207547169811322,0.14925373134328357,1,1,1.0,0.6180678117677545,2,0,0.5,0,0.6666666666666666,0.0,1,0,1
1,0.9523809523809524,0.4528301886792452,0.3358208955223881,1,0,0.5,0.6180678117677545,2,0,1.0,0,0.6666666666666666,0.0,2,0,6
1,0.3809523809523808,0.5471698113207548,0.41044776119402987,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.0,0.0,1,3,2
0,0.9999999999999999,0.15094339622641506,0.04477611940298504,1,0,1.0,0.6180678117677545,1,0,0.0,0,0.0,0.5,2,0,1
1,0.33333333333333337,0.4150943396226414,0.15671641791044777,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.6666666666666666,0.5,1,3,1
1,0.2857142857142857,0.716981132075472,0.2462686567164179,1,0,1.0,0.6180678117677545,2,1,0.0,0,0.6666666666666666,0.5,1,3,1
0,0.33333333333333337,0.3396226415094339,0.15671641791044777,1,1,1.0,0.6180678117677545,0,1,0.5,0,0.6666666666666666,0.0,1,3,1
1,0.5238095238095238,0.8301886792452828,0.2686567164179104,0,0,1.0,0.6180678117677545,1,0,0.5,1,1.0,0.0,2,3,1
1,0.9999999999999999,0.6037735849056602,0.3432835820895522,1,0,1.0,0.6180678117677545,1,0,1.0,0,0.6666666666666666,0.5,1,0,6
1,0.7619047619047618,0.8867924528301887,0.6791044776119404,1,0,0.5,0.6180678117677545,2,1,0.0,0,0.3333333333333333,0.0,1,3,3
0,0.7142857142857143,0.5471698113207548,0.2462686567164179,1,0,1.0,0.6180678117677545,0,0,0.5,0,0.0,0.0,1,0,1
1,0.2857142857142857,0.37735849056603765,0.3059701492537313,1,0,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,1.0,2,4,6
1,0.19047619047619047,0.28301886792452846,0.14179104477611937,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.3333333333333333,0.0,1,3,1
1,0.19047619047619047,0.5471698113207548,0.18656716417910446,0,0,1.0,0.6180678117677545,2,0,0.5,1,0.0,0.5,2,3,1
1,0.3809523809523808,0.7358490566037736,0.3358208955223881,1,1,1.0,0.6180678117677545,1,0,0.5,1,1.0,0.0,1,3,1
1,0.5714285714285715,0.8679245283018866,0.3358208955223881,1,1,1.0,0.6180678117677545,1,1,0.5,0,0.6666666666666666,1.0,0,3,1
0,0.19047619047619047,0.2452830188679247,0.06716417910447758,0,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,2,3,1
0,0.4285714285714285,0.4339622641509435,0.208955223880597,1,1,0.5,0.6180678117677545,1,0,0.0,0,0.0,0.0,1,3,1
0,0.3809523809523808,0.4339622641509435,0.09701492537313433,0,1,1.0,0.6180678117677545,1,0,0.5,0,0.0,0.5,2,3,0
0,0.8095238095238094,0.3207547169811322,0.2164179104477612,0,0,1.0,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,1,0,5
1,0.5238095238095238,0.6226415094339623,0.44029850746268656,1,0,0.5,0.6180678117677545,2,0,1.0,0,1.0,1.0,2,3,2
0,0.9047619047619048,0.3396226415094339,0.17164179104477612,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,2,3,1
1,0.2857142857142857,0.28301886792452846,0.12686567164179102,0,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,1,3,1
1,0.2857142857142857,0.716981132075472,0.3432835820895522,1,0,1.0,0.6180678117677545,2,0,1.0,1,1.0,0.0,1,0,5
0,0.4285714285714285,0.28301886792452846,0.3283582089552239,1,1,1.0,0.6180678117677545,1,0,1.0,0,1.0,0.0,2,3,2
1,0.23809523809523803,0.6603773584905661,0.3432835820895522,1,1,1.0,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,1,4,5
1,0.3809523809523808,0.5660377358490565,0.2611940298507463,1,0,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,1.0,1,1,1
0,0.5714285714285715,0.20754716981132093,0.47014925373134325,1,1,1.0,0.6180678117677545,2,1,0.0,0,0.0,0.5,1,3,4
1,0.7142857142857143,0.4528301886792452,0.38059701492537307,1,0,0.5,0.6180678117677545,2,0,1.0,0,0.3333333333333333,0.0,1,0,2
1,0.619047619047619,0.716981132075472,0.2388059701492537,1,1,0.5,0.6180678117677545,2,0,0.5,0,1.0,1.0,2,0,1
1,0.23809523809523803,0.5660377358490565,0.45522388059701485,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.6666666666666666,0.0,2,3,2
1,0.7619047619047618,0.5660377358490565,0.2537313432835821,1,0,0.5,0.6180678117677545,3,0,0.5,1,0.3333333333333333,0.0,1,4,1
0,0.3809523809523808,0.4528301886792452,0.19402985074626866,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,1,3,1
1,0.2857142857142857,0.6603773584905661,0.5597014925373134,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.0,0.5,2,3,3
1,0.33333333333333337,0.6603773584905661,0.17164179104477612,1,1,1.0,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,2,3,1
1,0.33333333333333337,0.37735849056603765,0.10447761194029848,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.0,1,3,1
1,0.33333333333333337,0.4339622641509435,0.2313432835820895,1,1,1.0,0.6180678117677545,2,0,1.0,0,0.0,1.0,1,3,1
0,0.4285714285714285,0.28301886792452846,0.17910447761194026,1,0,1.0,0.6180678117677545,1,0,0.5,0,1.0,0.0,1,4,1
1,0.33333333333333337,0.49056603773584895,0.2686567164179104,0,0,0.5,0.6180678117677545,1,0,1.0,1,1.0,0.5,0,0,5
0,0.33333333333333337,0.28301886792452846,0.2164179104477612,1,1,0.5,0.6180678117677545,2,0,1.0,0,0.3333333333333333,0.0,1,3,5
0,0.33333333333333337,0.5660377358490565,0.291044776119403,1,0,0.5,0.6180678117677545,1,0,0.5,1,0.0,1.0,0,3,5
0,0.3809523809523808,0.30188679245283057,0.17910447761194026,1,1,1.0,0.6180678117677545,1,0,1.0,0,0.3333333333333333,0.0,2,3,1
1,0.5238095238095238,0.716981132075472,0.6119402985074627,1,0,1.0,0.6180678117677545,2,0,1.0,0,0.6666666666666666,0.0,1,4,3
0,0.2857142857142857,0.28301886792452846,0.08208955223880593,0,1,0.5,0.6180678117677545,2,0,0.0,0,0.0,0.5,2,0,1
0,0.47619047619047616,0.3207547169811322,0.14179104477611937,0,1,1.0,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,1,3,1
1,0.8571428571428571,0.5660377358490565,0.6044776119402986,1,0,1.0,0.6180678117677545,2,0,1.0,0,0.0,1.0,2,0,3
0,0.33333333333333337,0.3962264150943393,0.14925373134328357,0,1,0.0,0.6180678117677545,0,0,0.5,1,1.0,0.0,2,0,1
0,0.23809523809523803,0.35849056603773555,0.10447761194029848,1,1,1.0,0.6180678117677545,2,0,0.0,0,0.3333333333333333,0.5,2,3,1
0,0.23809523809523803,0.4716981132075473,0.18656716417910446,1,1,1.0,0.6180678117677545,3,0,1.0,1,1.0,0.5,2,3,1
1,0.3809523809523808,0.28301886792452846,0.2014925373134328,0,1,1.0,0.6180678117677545,2,0,0.5,0,1.0,0.0,2,1,5
0,0.2857142857142857,0.3396226415094339,0.18656716417910446,1,1,0.0,0.6180678117677545,0,0,0.5,0,0.0,1.0,2,0,1
1,0.9047619047619048,0.7547169811320757,0.44776119402985076,1,1,0.5,0.6180678117677545,2,1,1.0,0,0.3333333333333333,0.0,1,0,6
0,0.2857142857142857,0.35849056603773555,0.07462686567164178,0,0,1.0,0.6180678117677545,2,1,0.5,0,0.6666666666666666,0.5,1,0,0
0,0.2857142857142857,0.22641509433962304,0.15671641791044777,0,1,1.0,0.6180678117677545,2,0,1.0,0,0.0,0.5,1,3,1
0,0.2857142857142857,0.3207547169811322,0.09701492537313433,0,1,1.0,0.6180678117677545,1,0,0.0,0,1.0,0.5,2,0,1
1,0.33333333333333337,0.509433962264151,0.2462686567164179,1,1,1.0,0.6180678117677545,0,0,1.0,1,1.0,0.0,1,0,1
0,0.3809523809523808,0.35849056603773555,0.12686567164179102,1,0,1.0,0.6180678117677545,2,0,0.5,0,0.0,0.0,2,3,1
1,0.23809523809523803,0.6226415094339623,0.3134328358208955,1,0,0.0,0.6180678117677545,2,0,0.5,0,1.0,0.0,2,1,5
1,0.19047619047619047,0.5660377358490565,0.3432835820895522,1,0,0.5,0.6180678117677545,2,0,1.0,0,0.3333333333333333,0.0,1,3,6
1,0.23809523809523803,0.7547169811320757,0.5671641791044777,0,0,0.5,0.6180678117677545,2,0,1.0,1,0.3333333333333333,1.0,2,3,2
0,0.19047619047619047,0.4150943396226414,0.38805970149253727,1,1,0.0,0.6180678117677545,1,0,0.0,0,0.0,0.5,1,3,2
1,0.33333333333333337,0.509433962264151,0.2686567164179104,0,1,0.5,0.6180678117677545,2,0,0.0,0,0.3333333333333333,0.0,2,3,5
0,0.6666666666666666,0.4716981132075473,0.2537313432835821,1,0,0.5,0.6180678117677545,1,0,0.5,1,0.6666666666666666,0.0,1,4,5
1,0.19047619047619047,0.5471698113207548,0.2313432835820895,0,1,0.5,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,1,3,1
1,0.4285714285714285,0.5471698113207548,0.10447761194029848,0,1,0.5,0.6180678117677545,1,0,0.0,0,1.0,1.0,2,3,0
1,0.19047619047619047,0.7924528301886795,0.208955223880597,1,1,1.0,0.6180678117677545,1,0,1.0,1,0.3333333333333333,0.5,1,0,1
1,0.19047619047619047,0.4716981132075473,0.08208955223880593,0,1,0.0,0.6180678117677545,1,0,0.0,0,0.6666666666666666,0.5,1,3,0
1,0.4285714285714285,0.509433962264151,0.2014925373134328,1,1,0.5,0.6180678117677545,2,0,0.5,0,0.0,0.5,1,4,1
1,0.4285714285714285,0.6981132075471699,0.5074626865671641,0,1,0.5,0.6180678117677545,2,0,1.0,0,0.0,0.5,1,3,2
0,0.23809523809523803,0.09433962264150964,0.08208955223880593,0,1,0.5,0.6180678117677545,1,0,0.0,0,0.0,1.0,1,3,1
1,0.19047619047619047,0.4716981132075473,0.15671641791044777,0,1,0.5,0.6180678117677545,2,0,0.5,0,0.6666666666666666,0.5,2,3,1
1,0.5238095238095238,0.49056603773584895,0.2388059701492537,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.0,0.0,1,2,1
0,0.5238095238095238,0.30188679245283057,0.16417910447761191,0,0,0.5,0.6180678117677545,2,0,0.0,0,0.6666666666666666,0.5,1,3,1
0,0.19047619047619047,0.09433962264150964,0.08208955223880593,1,1,1.0,0.6180678117677545,1,0,0.5,0,0.0,0.5,1,3,1
0,0.8571428571428571,0.22641509433962304,0.13432835820895522,1,1,1.0,0.6180678117677545,2,0,0.5,0,0.0,0.0,1,0,1
1,0.19047619047619047,0.6415094339622645,0.09701492537313433,0,0,1.0,0.6180678117677545,2,0,0.5,0,0.3333333333333333,0.5,1,3,0
1,0.19047619047619047,0.4716981132075473,0.11940298507462688,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.0,0.0,1,3,1
0,0.19047619047619047,0.3207547169811322,0.11940298507462688,1,1,0.5,0.6180678117677545,1,0,0.0,0,0.3333333333333333,0.5,2,3,1
1,0.1428571428571429,0.4528301886792452,0.15671641791044777,0,0,0.5,0.6180678117677545,2,0,1.0,0,0.6666666666666666,0.5,1,4,1
1,0.33333333333333337,0.6415094339622645,0.49253731343283574,1,1,0.5,0.6180678117677545,0,0,0.0,0,0.0,0.0,1,3,2
0,0.33333333333333337,0.28301886792452846,0.16417910447761191,0,1,0.5,0.6180678117677545,2,0,0.0,0,0.3333333333333333,0.5,1,3,1
0,0.19047619047619047,0.28301886792452846,0.14179104477611937,1,1,0.5,0.6180678117677545,2,0,1.0,0,1.0,0.0,2,3,1
0,0.1428571428571429,0.20754716981132093,0.08955223880597013,0,1,1.0,0.6180678117677545,2,0,0.0,0,0.0,1.0,2,3,1
1,0.23809523809523803,0.8113207547169807,0.2985074626865672,0,0,0.5,0.6180678117677545,2,0,1.0,0,1.0,0.0,1,0,1
1,0.09523809523809523,0.6981132075471699,0.2388059701492537,1,1,0.5,0.6180678117677545,1,0,0.5,0,0.6666666666666666,0.5,1,3,1
1,0.1428571428571429,0.6603773584905661,0.14179104477611937,0,1,0.5,0.6180678117677545,1,0,0.5,0,0.6666666666666666,0.5,2,4,0
1,0.33333333333333337,0.4716981132075473,0.19402985074626866,1,1,0.5,0.6180678117677545,1,0,0.0,0,0.3333333333333333,0.5,2,3,1
1,0.23809523809523803,0.6981132075471699,0.2686567164179104,1,0,0.5,0.6180678117677545,1,0,0.5,0,0.3333333333333333,0.0,2,3,1
0,0.33333333333333337,0.15094339622641506,0.10447761194029848,0,1,1.0,0.6180678117677545,2,0,0.5,0,0.6666666666666666,0.5,1,3,1
1,0.5714285714285715,0.5471698113207548,0.3059701492537313,0,0,0.5,0.6180678117677545,2,0,0.5,0,0.6666666666666666,0.0,2,0,5
1,0.19047619047619047,0.6603773584905661,0.3059701492537313,1,1,0.5,0.6180678117677545,1,0,0.0,0,0.0,0.5,0,3,1
